Hospital Name,Address,City,State,ZIP Code,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia
ARTESIA GENERAL HOSPITAL,702 N 13TH ST,ARTESIA,NM,88210,Not Available,10.7,10.2
LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,Not Available,11.2,12.5
REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,1901 RED ROCK DRIVE,GALLUP,NM,87301,Not Available,10.9,10.4
SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,SANTA FE,NM,87501,Not Available,Not Available,Not Available
MESCALERO PHS INDIAN HOSPITAL,P O BOX 210,MESCALERO,NM,88340,Not Available,Not Available,Not Available
NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,87420,Not Available,11.1,11.7
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH,ZUNI,NM,87327,Not Available,Not Available,11.7
GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,Not Available,11.4,11.2
CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,CROWNPOINT,NM,87313,Not Available,Not Available,10.4
CARLSBAD MEDICAL CENTER,2430 WEST PIERCE,CARLSBAD,NM,88220,15.3,10.8,12.7
LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,HOBBS,NM,88240,16.6,12.2,12.4
GUADALUPE COUNTY HOSPITAL,117 CAMINO DE VIDA,SANTA ROSA,NM,88435,Not Available,Not Available,Not Available
DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL,NM,87049,Not Available,Not Available,Not Available
LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87124,Not Available,11.4,9.5
ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130,Not Available,14.6,13.7
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,19,15,14.6
LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,Not Available,9.1,13.2
SIERRA VISTA HOSPITAL,800 E NINTH AVENUE,T OR C,NM,87901,Not Available,13,13.1
SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,Not Available,10.6,13.6
DR DAN C TRIGG MEMORIAL HOSPITAL,301 EAST MIEL DE LUNA AVENUE,TUCUMCARI,NM,88401,Not Available,Not Available,13
UNION COUNTY GENERAL HOSPITAL,300 WILSON STREET,CLAYTON,NM,88415,Not Available,Not Available,12.1
NOR LEA GENERAL HOSPITAL,1600 NORTH MAIN,LOVINGTON,NM,88260,Not Available,10.8,12
LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO,NM,88345,Not Available,11.4,14.2
MINERS' COLFAX MEDICAL CENTER,203 HOSPITAL DRIVE,RATON,NM,87740,16.4,9.8,11.1
CIBOLA GENERAL HOSPITAL,1016 ROOSEVELT AVENUE,GRANTS,NM,87020,Not Available,13.4,13.6
PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,14.5,12.4,10.3
ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,16.8,15.4,12.5
KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,12401,15.4,12.9,12.2
KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,14,11.9,12.5
ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,14.2,10.9,10.9
WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,15.5,11.5,14
BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,14.7,10.3,10.5
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,14.8,13.1,13.9
ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,14.3,10.7,10
JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,14.8,12,12.9
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,15.6,10.3,11.9
VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,13.2,10.7,12.1
MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,13.9,9.2,9.2
NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,17.8,14.3,14.9
RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,15.6,10.9,13.5
SHEEHAN MEMORIAL HOSPITAL,425 MICHIGAN AVENUE,BUFFALO,NY,14203,Not Available,Not Available,Not Available
NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,14,12.7,13.6
"CHENANGO MEMORIAL HOSPITAL, INC",179 NORTH BROAD STREET,NORWICH,NY,13815,16,10.9,13
LAKESIDE MEMORIAL HOSPITAL,156 WEST AVENUE,BROCKPORT,NY,14420,15.5,12.2,11.4
SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,13.6,12.8,13.5
FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,17,12.6,12
HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,16,10.8,11.2
ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,13.2,10.4,10.9
ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,14.2,10.6,13.3
NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,13.8,11.8,10.9
MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,16.1,14.4,12.5
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,14.2,11.2,13
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,16.9,10.8,13.7
ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,14.6,11.3,9.2
GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,17.6,15.1,13.5
MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,13.5,9.4,10.6
LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,13.3,11.6,14.4
NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,15.5,11.5,14.8
NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,17.4,13.1,10.1
ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,14.5,11.1,11.8
UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,16.6,14.3,12.2
F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,18.8,12.9,13.9
SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,15.2,9.9,9.5
ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,15.5,10.8,10.9
LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,18.1,10,15
ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,14.5,12.9,13.1
AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,16.1,12.3,12.8
MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,14.4,12,12.2
EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,14.3,11.1,12.2
ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,12.8,14.2,11.1
COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,15.1,12.6,11.4
JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,15.8,12.8,14.2
NY EYE AND EAR INFIRMARY,310 EAST 14TH STREET,NEW YORK,NY,10003,Not Available,Not Available,Not Available
NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,11.4,8,8.1
KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,14.9,11,13.7
OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,16.6,10.3,10.8
NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,14,11.4,12.4
NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,12.5,13.2,10.4
PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,15.2,11.6,12.7
"ST JOSEPH'S HOSPITAL, INC",555 EAST MARKET STREET,ELMIRA,NY,14902,15,10.3,11.3
BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,Not Available,11.4,12
ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,13421,Not Available,14.6,16
LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,12.7,8.1,11.6
BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH                          ,NY,14810,Not Available,13.1,11.7
ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,12.8,10,11.4
ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,12.9,9.9,11.5
JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,16.8,9.6,11.8
ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,17.5,14.2,11.4
UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO                       ,NY,14215,15,12.1,13.7
TLC HEALTH NETWORK,100 MEMORIAL DRIVE,GOWANDA,NY,14070,Not Available,13.1,14.8
BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,13.4,10.4,9.9
MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,16.5,12.5,11.3
CANANDAIGUA VA MEDICAL CENTER,400 FOOT HILL AVE.,CANANDAIGUA                   ,NY,14424,Not Available,Not Available,Not Available
ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,13.5,12.2,10.1
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,16,10,11.1
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,BATH,NY,14810,Not Available,11.9,13.4
ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,15.4,12,11.5
ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,16.2,11.8,12.8
SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,16.5,12.4,12.2
GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,14.8,9.4,10.5
VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE                      ,NY,10548,Not Available,9,11
STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,15.8,9.9,12.7
NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,14.1,11,9.2
EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,14.1,12.1,14.1
HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,17.5,14.8,14.1
"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,WESTFIELD,NY,14787,Not Available,Not Available,Not Available
WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,14.3,11.2,12.3
BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,16,10.6,11.2
"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,15.7,10.4,10.1
EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,Not Available,11.6,12
VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK                      ,NY,10010,13.7,7.5,11.8
SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,16.7,11.8,11.5
GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,14.3,12.5,11.2
"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,11.4,10,10.8
SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,10802,14.5,13.1,12.2
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,12.6,10.9,10
MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,15.9,10,11.9
GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,14.5,9.9,10.4
FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,16.2,12.5,15.9
MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,11,7.5,7.4
LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,16.4,11.5,12.4
CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,13.1,10.2,10.1
CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,16.8,12.1,10.5
SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,14,10.6,11.8
METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,13.3,10.3,12.4
NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT                     ,NY,11768,16,10.9,12.2
KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,14.7,7,10.3
KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,16.3,10.6,13.6
CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,14.1,12.4,13.9
BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,12.6,10.7,10.9
ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,15.4,9.8,9.8
ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,15.8,10.1,9.4
CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,15.6,10.5,12.4
LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,15,12.3,10.3
NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,10.1,7.1,7.7
"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,13.4,11.4,12
OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,14.3,12,13.5
ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,15.7,9.6,12.1
WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,13.7,9.5,10.9
SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,16.7,10.7,11.1
MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,15.5,14.7,15.7
BENEDICTINE HOSPITAL,105 MARY'S AVENUE,KINGSTON,NY,12401,13.5,11.3,10.9
LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,15.8,12.8,12.3
UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,14.2,14.1,9.2
BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,Not Available,10.2,11.6
QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,14.2,10.8,10.8
SETON HEALTH SYSTEM-ST MARY'S CAMPUS,1300 MASSACHUSETTS AVENUE,TROY,NY,12180,15.2,12.5,13.1
BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,16.3,11.2,11.5
WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,13.2,10.2,12.1
AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,15.8,14.1,11.7
NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,15.8,10.2,10.4
NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,Not Available,11.8,9.9
WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,NY,14701,18.2,11.4,11.9
HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,14.6,11.1,12.2
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,16.1,12.7,12
ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,15.2,13.7,10.5
ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,15.4,8.8,13.2
"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,17.8,11.2,15.4
SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE                      ,NY,13210,15.2,12.7,12.3
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,13.7,10,11.1
MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,14.3,11.8,15.3
PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,12.9,13.6,12.3
"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,17.3,12.7,12.9
ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,15.6,9.6,11.9
CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,Not Available,12.9,11.5
HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,14.7,11.6,10.8
COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,Not Available,9.5,11
HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,Not Available,Not Available,Not Available
PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,15.2,10.1,9.9
NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,17.3,14.5,13.3
CORNING HOSPITAL,176 DENISON PARKWAY EAST,CORNING,NY,14830,15.6,10.9,10.7
MERCY HOSPITAL,565 ABBOTT ROAD,BUFFALO,NY,14220,15.7,11.2,12.1
STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,13.9,12.5,13.1
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,14.1,9.6,12.6
WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,13.1,9.8,10.6
LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,16.7,10.9,10
CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,14.1,15.6,13.3
NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,2475 ST RAYMOND AVENUE,BRONX,NY,10461,15.1,9.2,13.5
PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,15.2,13.2,10.9
ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,16.6,10.8,11.3
SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,14.5,12.7,10.3
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,13.7,9.8,11.5
FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,14,11.9,11.8
FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,14.6,12.2,11.7
NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,Not Available,10.4,10.8
CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,15.9,11.9,11.4
UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,13.3,8.9,11.6
"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,NY,13790,14.8,15.5,13.7
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,15.5,12,11.2
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,17,9.6,12.1
INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,17.6,11.7,12.2
ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,17,9.4,13
ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,12,12.5,13.1
MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,Not Available,Not Available,Not Available
WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,785 MAMARONECK AVENUE,WHITE PLAINS,NY,10605,Not Available,Not Available,Not Available
HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,Not Available,Not Available,Not Available
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,Not Available,Not Available,Not Available
"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,Not Available,Not Available,Not Available
ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,Not Available,11.2,10.6
CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,8081 ROUTE 97,CALLICOON,NY,12723,Not Available,Not Available,11
MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,Not Available,Not Available,9.2
O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,Not Available,10.5,12.6
MOSES-LUDINGTON HOSPITAL,1019 WICKER STREET,TICONDEROGA,NY,12883,Not Available,Not Available,13.6
CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,Not Available,Not Available,11.4
"RIVER HOSPITAL, INC",4 FULLER STREET,ALEXANDRIA BAY,NY,13607,Not Available,Not Available,10.6
ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,Not Available,10,11.1
LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,Not Available,11.3,15.3
"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,Not Available,11.5,11.5
"SCHUYLER HOSPITAL, INC",220 STEUBEN STREET,MONTOUR FALLS,NY,14865,Not Available,12,12.5
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,Not Available,12.9,12.3
CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,13.2,11,10.3
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,14.5,13.7,9.8
NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,16.2,8.9,9.8
HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,15.1,11.5,12.3
SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,14.9,12,11.8
WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,19,11.5,12.2
SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,14.7,12.7,12.9
RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,16.3,14.4,12.7
FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,15.6,10.9,12.5
ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,16.2,11,15
MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,16,12,10.7
MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,15.9,11.5,10.3
CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,15.4,11.3,16
CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,17.3,10.7,14.7
